id,order,expected_json
248,I'll take two Blueberry Muffin.,"{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 7.5}"
249,"I'll take double grande Frappe (Mocha) actually - actually nevermind. Oh, and add five short americano with VANILLA SYRUP, paired with double VENTI CAPPUCCINO... actually make that four, and also four Grande CAPPUCCINOs with CARAMEL DRIZZLE.","{""items"": [{""name"": ""Americano"", ""size"": ""Short"", ""quantity"": 5, ""modifiers"": [""Vanilla Syrup""]}, {""name"": ""Cappuccino"", ""size"": ""Venti"", ""quantity"": 4, ""modifiers"": []}, {""name"": ""Cappuccino"", ""size"": ""Grande"", ""quantity"": 4, ""modifiers"": [""Caramel Drizzle""]}], ""total_price"": 61.5}"
250,"May I get a TALL earl grey tea... actually uh nevermind, plus a grande frappe (coffee). Oh, and add three short latte.","{""items"": [{""name"": ""Frappe (Coffee)"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Latte"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 18.0}"
251,"Hit me with pair of grande chai lattes plus breve, hold the No Whip plus double you know, blueberry muffin, paired with single uh venti iced coffee. Then give me double Trenta caramel macchiatos make sure there's make sure no ice and extra shot and hazelnut syrup.","{""items"": [{""name"": ""Chai Latte"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": [""Breve"", ""No Whip""]}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Iced Coffee"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Caramel Macchiato"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""No Ice"", ""Extra Shot"", ""Hazelnut Syrup""]}], ""total_price"": 40.1}"
252,"May I get couple literally of short iced coffee include Breve. Next, I need triple like TRENTA hot chocolate with almond milk but hold the ICE. wait, change that to single... wait cancel that.","{""items"": [{""name"": ""Iced Coffee"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Breve""]}], ""total_price"": 6.6}"
253,"Grab me three venti cappuccino add coconut milk with hazelnut syrup include light actually ice, and also pair of Venti ICED COFFEE... actually nevermind.","{""items"": [{""name"": ""Cappuccino"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""Coconut Milk"", ""Hazelnut Syrup"", ""Light Ice""]}], ""total_price"": 20.1}"
254,"Hit me with a butter croissant, and also a um butter croissant plus two tall hot chocolates plus a tall mocha include peppermint literally syrup include coconut milk.","{""items"": [{""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Hot Chocolate"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Mocha"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Peppermint Syrup"", ""Coconut Milk""]}], ""total_price"": 21.2}"
255,"Hit me with one bagel, plus two Venti frappe (coffee)s. Next, I need a trenta drip coffee add classic syrup. remove that classic syrup, skim milk.","{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Frappe (Coffee)"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Drip Coffee"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Skim Milk""]}], ""total_price"": 19.5}"
256,"Hit me with one venti cappuccino, you know, no, make it four. Next, I need double Trenta Matcha Latte wait remove that, and also triple avocado toast.","{""items"": [{""name"": ""Cappuccino"", ""size"": ""Venti"", ""quantity"": 4, ""modifiers"": []}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 43.0}"
257,"May I get a short Cold Brew and coconut milk plus peppermint syrup. Next, I need a venti earl grey tea and make sure no whip and single venti Frappe (Mocha) plus sugar free um vanilla.","{""items"": [{""name"": ""Cold Brew"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Coconut Milk"", ""Peppermint Syrup""]}, {""name"": ""Earl Grey Tea"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""No Whip""]}, {""name"": ""Frappe (Mocha)"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Sugar Free Vanilla""]}], ""total_price"": 16.2}"
258,Start me off with four trenta Strawberry Smoothies make sure there's hold the ICE with soy milk with EXTRA HOT and four grande frappe (coffee).,"{""items"": [{""name"": ""Strawberry Smoothie"", ""size"": ""Trenta"", ""quantity"": 4, ""modifiers"": [""No Ice"", ""Soy Milk"", ""Extra Hot""]}, {""name"": ""Frappe (Coffee)"", ""size"": ""Grande"", ""quantity"": 4, ""modifiers"": []}], ""total_price"": 56.4}"
259,"Let's do three Short lattes, paired with pair of trenta americanos plus sugar free vanilla. wait cancel that sugar free vanilla wait extra shot. Next, I need double avocado toasts.","{""items"": [{""name"": ""Latte"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Americano"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Extra Shot""]}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 38.0}"
260,"I'd like to order a venti Americano, coupled with pair of blueberry actually muffins, plus a butter croissant. Oh, and add four literally Grande mochas.","{""items"": [{""name"": ""Americano"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Mocha"", ""size"": ""Grande"", ""quantity"": 4, ""modifiers"": []}], ""total_price"": 37.5}"
261,"Let me get four Venti Espresso plus Almond Milk... actually nevermind Almond Milk wait extra shot plus Caramel Drizzle with classic syrup. Then give me two Trenta cappuccinos plus Peppermint Syrup. actually nevermind Peppermint um Syrup - Whip Cream plus classic syrup. Oh, and add a Short Iced Coffee, paired with one short um frappe (coffee).","{""items"": [{""name"": ""Espresso"", ""size"": ""Venti"", ""quantity"": 4, ""modifiers"": [""Extra Shot"", ""Caramel Drizzle"", ""Classic Syrup""]}, {""name"": ""Cappuccino"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Whip Cream"", ""Classic Syrup""]}, {""name"": ""Iced Coffee"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Frappe (Coffee)"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 42.5}"
262,"I'd like to order three venti cappuccinos and soy milk, scratch that one soy milk... coconut milk. wait, change that to double plus three Venti frappe (mocha) plus Whip Cream um and PEPPERMINT SYRUP. Also triple blueberry muffins. Also one grande um green tea.","{""items"": [{""name"": ""Cappuccino"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""Coconut Milk""]}, {""name"": ""Frappe (Mocha)"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""Whip Cream"", ""Peppermint Syrup""]}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 3, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 50.4}"
263,"I'm craving a Grande drip coffee but no ice add soy milk include SKIM MILK and a few trenta caramel you know, macchiato, coupled with a tall actually MOCHA with cold foam plus three bagels.","{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""No Ice"", ""Soy Milk"", ""Skim Milk""]}, {""name"": ""Caramel Macchiato"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Mocha"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Cold Foam""]}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 37.6}"
264,"I'm craving single trenta Iced Coffee and light ice wait scratch that one light ice... cold foam. wait cancel that. Oh, and add three grande espresso with Coconut Milk include skim uh milk add caramel drizzle.","{""items"": [{""name"": ""Espresso"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": [""Coconut Milk"", ""Skim Milk"", ""Caramel Drizzle""]}], ""total_price"": 14.1}"
265,"May I get single tall chai latte like - wait, change that to four. Then give me triple venti cappuccinos include COLD FOAM plus skim milk, wait cancel actually that.","{""items"": [{""name"": ""Chai Latte"", ""size"": ""Tall"", ""quantity"": 4, ""modifiers"": []}], ""total_price"": 19.0}"
266,Could I have single Bagel.,"{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 2.5}"
267,"I'm feeling like a you know, trenta Latte.","{""items"": [{""name"": ""Latte"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 6.0}"
268,"Could I have couple of venti iced coffees, coupled with a bacon gouda sandwich - wait cancel that and two grande strawberry smoothies plus a grande caramel macchiato include caramel drizzle.","{""items"": [{""name"": ""Iced Coffee"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Strawberry Smoothie"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Caramel Macchiato"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Caramel Drizzle""]}], ""total_price"": 27.25}"
269,Gimme a Bagel - actually nevermind plus five venti Flat Whites.,"{""items"": [{""name"": ""Flat White"", ""size"": ""Venti"", ""quantity"": 5, ""modifiers"": []}], ""total_price"": 28.75}"
270,"Could I have double tall uh EARL GREY TEA, and also single TRENTA matcha latte with Skim Milk and VANILLA SYRUP plus pair of short frappe (coffee)s and soy milk add ensure no whip, remove that ensure no whip... peppermint syrup add vanilla syrup.","{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Matcha Latte"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Skim Milk"", ""Vanilla Syrup""]}, {""name"": ""Frappe (Coffee)"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Soy Milk"", ""Peppermint Syrup"", ""Vanilla Syrup""]}], ""total_price"": 26.45}"
271,"Let me get pair of grande MATCHA LATTEs, plus two avocado toasts... remove that.","{""items"": [{""name"": ""Matcha Latte"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 11.5}"
272,I'd like to order one grande strawberry smoothie.,"{""items"": [{""name"": ""Strawberry Smoothie"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 6.5}"
273,"Could you get me three avocado toasts, paired with pair of short caramel macchiatos and coconut milk plus couple of BLUEBERRY uh MUFFIN. Oh, and add one actually grande Green Tea.","{""items"": [{""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 3, ""modifiers"": []}, {""name"": ""Caramel Macchiato"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Coconut Milk""]}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 42.9}"
274,"Can I get single Tall americano and skim milk... remove that skim milk - classic syrup and CARAMEL DRIZZLE... wait cancel that CARAMEL DRIZZLE, whip cream. Oh, and add a grande frappe (mocha) uh make sure there's ensure no ice, coupled with couple of bagels.","{""items"": [{""name"": ""Americano"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Classic Syrup"", ""Whip Cream""]}, {""name"": ""Frappe (Mocha)"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""No Ice""]}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 15.25}"
275,"Hit me with couple of Avocado Toasts. Then give me couple of venti frappe (mocha)s and HAZELNUT SYRUP make sure there's oat milk - remove that oat milk - make sure No Whip, and also one Tall mocha add you know, skim milk. wait cancel that skim milk wait Coconut Milk and Vanilla Syrup.","{""items"": [{""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Frappe (Mocha)"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""Hazelnut Syrup"", ""No Whip""]}, {""name"": ""Mocha"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Coconut Milk"", ""Vanilla Syrup""]}], ""total_price"": 34.7}"
276,"Lemme get a few venti actually flat whites make sure there's breve. remove that breve, no ice add breve and caramel syrup. Then give me three blueberry muffins plus a few bagels. Also five trenta mochas add Vanilla Syrup plus caramel drizzle.","{""items"": [{""name"": ""Flat White"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""No Ice"", ""Breve"", ""Caramel Syrup""]}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 3, ""modifiers"": []}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 3, ""modifiers"": []}, {""name"": ""Mocha"", ""size"": ""Trenta"", ""quantity"": 5, ""modifiers"": [""Vanilla Syrup"", ""Caramel Drizzle""]}], ""total_price"": 77.4}"
277,"Let me get five short green teas, and also two avocado toast plus three literally BACON GOUDA SANDWICHs.","{""items"": [{""name"": ""Green Tea"", ""size"": ""Short"", ""quantity"": 5, ""modifiers"": []}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 43.0}"
278,Could you get me two Short um flat whites.,"{""items"": [{""name"": ""Flat White"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 8.5}"
279,Lemme get single venti drip coffee. Also pair of Bacon Gouda Sandwichs.,"{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 14.5}"
280,Lemme get five grande Frappe (Coffee).,"{""items"": [{""name"": ""Frappe (Coffee)"", ""size"": ""Grande"", ""quantity"": 5, ""modifiers"": []}], ""total_price"": 30.0}"
281,"I'm feeling like an avocado toast wait wait cancel that. Oh, and add three trenta flat um whites add hazelnut syrup. scratch that one hazelnut syrup wait light ice include sugar free vanilla add Extra Hot.","{""items"": [{""name"": ""Flat White"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": [""Light Ice"", ""Sugar Free Vanilla"", ""Extra Hot""]}], ""total_price"": 20.25}"
282,Let's do one venti Frappe (Mocha) with like cold foam wait scratch that one cold foam. Coconut Milk plus triple actually avocado toasts.,"{""items"": [{""name"": ""Frappe (Mocha)"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Coconut Milk""]}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 28.45}"
283,"I'm craving a trenta drip uh coffee add hazelnut syrup, scratch that one hazelnut syrup wait Cold Foam... actually make that couple of. Then give me a Tall cappuccino with COCONUT MILK. Also pair of Trenta like cold brews.","{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Cold Foam""]}, {""name"": ""Cappuccino"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Coconut Milk""]}, {""name"": ""Cold Brew"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 27.2}"
284,"Grab me five trenta earl grey teas and hazelnut syrup. Next, I need a few short chai latte plus single SHORT like iced coffee, and also four TRENTA cappuccino and caramel syrup - remove that caramel syrup wait PEPPERMINT SYRUP.","{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Trenta"", ""quantity"": 5, ""modifiers"": [""Hazelnut Syrup""]}, {""name"": ""Chai Latte"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Iced Coffee"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Cappuccino"", ""size"": ""Trenta"", ""quantity"": 4, ""modifiers"": [""Peppermint Syrup""]}], ""total_price"": 66.25}"
285,"Could I have one Venti cold brew plus Light Ice. Oh, and add double grande cold brew add skim milk plus SUGAR FREE VANILLA, paired with four blueberry muffins and couple of trenta caramel macchiatos add EXTRA um SHOT.","{""items"": [{""name"": ""Cold Brew"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Light Ice""]}, {""name"": ""Cold Brew"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": [""Skim Milk"", ""Sugar Free Vanilla""]}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 4, ""modifiers"": []}, {""name"": ""Caramel Macchiato"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Extra Shot""]}], ""total_price"": 46.25}"
286,I'd like to order five actually TALL green tea and a venti Flat White.,"{""items"": [{""name"": ""Green Tea"", ""size"": ""Tall"", ""quantity"": 5, ""modifiers"": []}, {""name"": ""Flat White"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 20.75}"
287,"I'd like to order double Tall Mocha. Then give me two TALL Mocha plus cold foam include caramel syrup. actually nevermind caramel syrup - caramel drizzle actually include soy milk. Next, I need two tall lattes literally add extra hot... scratch that one extra hot, extra shot, and also couple of SHORT ESPRESSO plus sugar free vanilla.","{""items"": [{""name"": ""Mocha"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Mocha"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Cold Foam"", ""Caramel Drizzle"", ""Soy Milk""]}, {""name"": ""Latte"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Extra Shot""]}, {""name"": ""Espresso"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Sugar Free Vanilla""]}], ""total_price"": 41.7}"
288,"Could I have couple of tall you know, Espressos, paired with two venti DRIP COFFEE plus classic syrup... actually nevermind classic syrup, soy milk. Oh, and add a TALL you know, strawberry smoothie, coupled with two trenta flat white plus Sugar Free Vanilla but sugar free vanilla - scratch that one sugar free vanilla - ensure No Ice.","{""items"": [{""name"": ""Espresso"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Drip Coffee"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": [""Soy Milk""]}, {""name"": ""Strawberry Smoothie"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Flat White"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Sugar Free Vanilla"", ""No Ice""]}], ""total_price"": 33.7}"
289,"I'm feeling like three venti Matcha Lattes and caramel drizzle, remove that, plus a tall frappe (coffee) plus cold foam add light ice. Next, I need five um avocado toasts, plus a short hot chocolate.","{""items"": [{""name"": ""Frappe (Coffee)"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Cold Foam"", ""Light Ice""]}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 5, ""modifiers"": []}, {""name"": ""Hot Chocolate"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 45.25}"
290,Lemme get a few trenta green tea.,"{""items"": [{""name"": ""Green Tea"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 13.5}"
291,"I'm feeling like a few tall matcha lattes with coconut milk, and also three TRENTA cold brews and almond milk, Caramel Drizzle. scratch that one Caramel Drizzle, ensure no whip... actually make that double.","{""items"": [{""name"": ""Matcha Latte"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": [""Coconut Milk""]}, {""name"": ""Cold Brew"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""Almond Milk"", ""No Whip""]}], ""total_price"": 30.55}"
292,"I'm feeling like a TALL Americano. Oh, and add four grande Cappuccinos add coconut milk include caramel syrup make sure there's hold you know, the ice, and also a TALL latte add soy milk and Peppermint Syrup add light ice, and also a few um TRENTA CHAI LATTE.","{""items"": [{""name"": ""Americano"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Cappuccino"", ""size"": ""Grande"", ""quantity"": 4, ""modifiers"": [""Coconut Milk"", ""Caramel Syrup"", ""No Ice""]}, {""name"": ""Latte"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Soy Milk"", ""Peppermint Syrup"", ""Light Ice""]}, {""name"": ""Chai Latte"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 52.65}"
293,"Let me get one tall matcha latte, hold the ice add oat milk and almond milk, paired with five Venti cold brews make sure there's hold the No Whip include breve, scratch that one breve wait SKIM MILK with almond milk plus four Short chai latte with caramel drizzle. wait, change that to two plus one Blueberry Muffin. scratch that one.","{""items"": [{""name"": ""Matcha Latte"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""No Ice"", ""Oat Milk"", ""Almond Milk""]}, {""name"": ""Cold Brew"", ""size"": ""Venti"", ""quantity"": 5, ""modifiers"": [""No Whip"", ""Skim Milk"", ""Almond Milk""]}, {""name"": ""Chai Latte"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Caramel Drizzle""]}], ""total_price"": 45.4}"
294,"I'm craving a blueberry muffin. Next, I need an avocado toast.","{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 10.75}"
295,"Let's do a Venti frappe (coffee) plus cold foam, paired with triple trenta CHAI LATTEs and actually caramel syrup.","{""items"": [{""name"": ""Frappe (Coffee)"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Cold Foam""]}, {""name"": ""Chai Latte"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": [""Caramel Syrup""]}], ""total_price"": 28.0}"
296,"Could I have four tall literally chai lattes with peppermint syrup and two butter croissant wait wait, change you know, that to one, and also triple BUTTER literally CROISSANTs. Then give me three venti HOT CHOCOLATEs wait no, make it single.","{""items"": [{""name"": ""Chai Latte"", ""size"": ""Tall"", ""quantity"": 4, ""modifiers"": [""Peppermint Syrup""]}, {""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 4, ""modifiers"": []}, {""name"": ""Hot Chocolate"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 40.0}"
297,"I'm craving triple AVOCADO TOASTs, scratch that one, plus single Short Iced Coffee include Light Ice wait remove that Light Ice, soy milk. Oh, and add triple grande DRIP COFFEEs uh - wait cancel that.","{""items"": [{""name"": ""Iced Coffee"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Soy Milk""]}], ""total_price"": 3.1}"
298,May I get triple short actually americanos plus three trenta earl grey tea. Then give me a tall Frappe (Mocha) with Cold Foam.,"{""items"": [{""name"": ""Americano"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Earl Grey Tea"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Frappe (Mocha)"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Cold Foam""]}], ""total_price"": 29.5}"
299,"I'm craving pair of trenta caramel macchiatos plus almond milk and caramel syrup and cold foam, actually make that four. Oh, and add triple Grande Chai Latte. Oh, and add four you know, tall Chai Latte include caramel drizzle with light ice plus three Grande like Iced Coffee.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Trenta"", ""quantity"": 4, ""modifiers"": [""Almond Milk"", ""Caramel Syrup"", ""Cold Foam""]}, {""name"": ""Chai Latte"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Chai Latte"", ""size"": ""Tall"", ""quantity"": 4, ""modifiers"": [""Caramel Drizzle"", ""Light Ice""]}, {""name"": ""Iced Coffee"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 83.65}"
300,"I'm craving three trenta Earl Grey Teas, make sure no whip plus Breve. Next, I need pair of literally Short latte. Also couple of short chai lattes plus CARAMEL DRIZZLE and Breve, and also a trenta espresso include like Coconut Milk with Sugar Free Vanilla - remove that Sugar Free Vanilla... oat milk plus peppermint syrup wait actually make that five.","{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": [""No Whip"", ""Breve""]}, {""name"": ""Latte"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Chai Latte"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Caramel Drizzle"", ""Breve""]}, {""name"": ""Espresso"", ""size"": ""Trenta"", ""quantity"": 5, ""modifiers"": [""Coconut Milk"", ""Oat Milk"", ""Peppermint Syrup""]}], ""total_price"": 67.5}"
301,"Gimme one trenta latte plus light ice wait no, make you know, it four, plus three Short strawberry smoothie - bump that to one. Oh, and add a butter croissant.","{""items"": [{""name"": ""Latte"", ""size"": ""Trenta"", ""quantity"": 4, ""modifiers"": [""Light Ice""]}, {""name"": ""Strawberry Smoothie"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 33.0}"
302,"I'd like to order triple tall iced coffees with sugar free vanilla, wait cancel that sugar free vanilla... skim milk plus pair of tall uh caramel macchiato, coupled with pair of blueberry muffins.","{""items"": [{""name"": ""Iced Coffee"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": [""Skim Milk""]}, {""name"": ""Caramel Macchiato"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 27.0}"
303,"Start me off with single trenta actually LATTE. Oh, and add a short um flat white. actually nevermind.","{""items"": [{""name"": ""Latte"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 6.0}"
304,"Could I have a you know, venti frappe (mocha) include sugar free vanilla with Breve plus skim milk. Oh, and add three venti green tea with caramel syrup, paired with four literally avocado toast, and also two grande frappe you know, (mocha)s.","{""items"": [{""name"": ""Frappe (Mocha)"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Sugar Free Vanilla"", ""Breve"", ""Skim Milk""]}, {""name"": ""Green Tea"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""Caramel Syrup""]}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 4, ""modifiers"": []}, {""name"": ""Frappe (Mocha)"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 62.05}"
305,"Grab me two trenta Flat White and coconut milk. remove like that, and also pair of short earl grey tea and sugar free vanilla, and also a bacon gouda sandwich.","{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Sugar Free Vanilla""]}, {""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 11.5}"
306,"I'm craving a few venti caramel macchiatos plus a blueberry muffin. Next, I need a TRENTA americano and four trenta um chai lattes.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Americano"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Chai Latte"", ""size"": ""Trenta"", ""quantity"": 4, ""modifiers"": []}], ""total_price"": 52.5}"
